making_year,register_id,title,type,subtype,anzsic_code,anzsic_name,bc_requirements,regdata_requirements
2006,F2006B04447,AD/BELL 206/132 - Tail Rotor Driveshaft Bearing Support Brackets,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2008,F2008L04197,Tariff Concession Order 0817139,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L02633,Tariff Concession Order 1119510,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L01273,National Museum of Australia Regulations 2019,Secondary,Regulation,R,Arts and Recreation Services,12,25
2006,F2006B09640,AD/F100/39 - Flight Crew Seat Shoulder Harness,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L00968,Tariff Concession Order 0720879,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B03881,AD/BEECH 36/27 Amdt 1 - Flight Controls,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2021,F2021L00634,Charter of the United Nations Act 1945 Listing 2013 (No 1),Secondary,Other Instrument,O,Public Administration and Safety,1,1
2006,F2006L00089,Tariff Concession Order 0513491,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L00825,Tariff Concession Order 1045649,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L00500,Federal Financial Relations (National Partnership Payments) Determination No. 143 (February 2019),Secondary,Determination,K,Financial and Insurance Services,0,0
2007,F2007L03312,Tariff Concession Revocation Order HS2007/516A - Tariff Concession Order 0614489,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06145,AD/PC-6/41 - Rudder Pedal Supports,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2022,F2022L00544,Federal Financial Relations (National Partnership Payments—2021-22 Payment No. 12) Determination 2022,Secondary,Determination,K,Financial and Insurance Services,0,0
2012,F2012L00845,Tariff Concession Order 1140096,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2013,F2013L01691,AD/A320/3 Amdt 1 - Automatic Flight Control System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2024,F2024L00258,Radiocommunications Advisory Guidelines (Managing Interference to Spectrum Licensed Receivers – 2.3 GHz Band) 2024,Secondary,Other Instrument,J,Information Media and Telecommunications,9,9
2009,F2009L00710,Access Regime for the ATM System,Secondary,Other Instrument,K,Financial and Insurance Services,5,6
2025,F2025L00042,Legislation (Deferral of Sunsetting—Passports Instruments) Certificate 2025,Secondary,Instrument,O,Public Administration and Safety,0,0
2007,F2007L01358,AD/SA 315/16 - Freewheel Lubrication System,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B07321,AD/TB20/18 - Fuel System,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2024,F2024L00660,Notice of Intention to Propose Customs Tariff Alteration (No. 2) 2024,Secondary,Other Instrument,F,Wholesale Trade,0,0
2005,C2005A00001,A New Tax System (Goods and Services Tax Imposition (Recipients)—Customs) Act 2005,Primary,Act,O,Public Administration and Safety,0,0
2007,F2007L03153,Tariff Concession Revocation Order HS2007/531A - Tariff Concession Order 0614481,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L01967,Tariff Concession Order 0840472,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B04625,AD/BELL 407/11 - Door Locking Mechanism,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2018,F2018L00832,Child Care Subsidy (Transition of approved child care services) Determination 2018,Secondary,Determination,P,Education and Training,0,0
2008,F2008L00123,Tariff Concession Order 0716568,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,F2023L01134,Statement of Principles concerning plantar fasciitis (Reasonable Hypothesis) (No. 82 of 2023),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2006,F2006L02266,Tariff Concession Order 0606244,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2021,F2021L01448,Migration (MARA—Extension of eligible period for restricted legal practitioners) Instrument (LIN 21/020) 2021,Secondary,Instrument,M,"Professional, Scientific and Technical Services",1,1
2021,F2021L00640,Charter of the United Nations Act 1945 Listing 2015 (No 1),Secondary,Other Instrument,O,Public Administration and Safety,1,1
2006,F2006B03848,AD/BEECH 35/52 - Goodyear Fuel Cells,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B06446,AD/R22/41 Amdt 1 - Upper Steel Tube Frames - 2,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,4,5
2011,C2011A00038,Autonomous Sanctions Act 2011,Primary,Act,O,Public Administration and Safety,17,19
2007,F2007L02233,Tariff Concession Order 0705406,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L02426,Tariff Concession Order 0803793,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2018,F2018L01165,Statement of Principles concerning reactive arthritis (Balance of Probabilities) (No. 76 of 2018),Secondary,Statement of Principles (RMA),O,Public Administration and Safety,4,4
2008,F2008B00110,Currency Determination No. 4 of 1995,Secondary,Determination,K,Financial and Insurance Services,0,0
2005,F2005L02808,AD/BELL 206/153 Amdt 3 - Tail Rotor Blade Trailing Edge Skin Cracks,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",3,3
2015,F2015L00538,Classification (Approved Classification Tools) (Application for Revocation of Classification) Determination 2015,Secondary,Determination,O,Public Administration and Safety,0,0
2009,F2009L04452,Tariff Concession Order 0913956,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L03739,Tariff Concession Order 0710731,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2025,F2025L00232,Fair Entitlements Guarantee (Mosaic Brands Group of Companies in Administration) Declaration 2025,Secondary,Declaration,G,Retail Trade,0,0
2024,F2024L01434,Primary Industries Levies and Charges Disbursement (Declared Bodies) Rules 2024,Secondary,Rules,A,"Agriculture, Forestry and Fishing",2,3
2016,F2016L01580,PAYG Withholding Variation: Labour Hire reimbursements and allowances,Secondary,Other Instrument,K,Financial and Insurance Services,0,0
2019,F2019L00483,Industry Research and Development (Mossman Mill Transition Program) Instrument 2019,Secondary,Instrument,E,Construction,0,1
2024,F2024L00799,Remuneration Tribunal (Members of Parliament) Determination 2024,Secondary,Determination,O,Public Administration and Safety,0,1
2009,F2009L00293,AD/HU 369/108 Amdt 3 - Tailboom Attachment,Secondary,Aviation - Airworthiness Directive,M,"Professional, Scientific and Technical Services",4,4
2025,F2025L01032,Customs (Australian Trusted Trader Programme) Rule 2025,Secondary,Other Instrument,F,Wholesale Trade,48,51
2020,F2020L01471,Higher Education Provider Approval No. 3 of 2020,Secondary,Approval,P,Education and Training,11,12
2006,F2006B06296,AD/PMC/41 Amdt 1 - Propeller Hub Eddy Current Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2005,F2005L02055,AD/F100/70 - Windshield Anti-Icing,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
2025,F2025L01369,Autonomous Sanctions (Suspension of Sanctions – Syria) Instrument 2025,Secondary,Instrument,O,Public Administration and Safety,0,0
2006,F2006B04030,AD/BEECH 55/84 - Inspection for Flight Control Interference with Wiring,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2008,F2008L03706,AD/EC 225/7 - Fuselage - Frame 5295 and Outer Skin Panelling,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2011,F2011L01681,Tariff Concession Order 1101644,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L01601,Tariff Concession Order 0949036,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2023,F2023L00448,Industry Research and Development (Ingham’s Sorell Facility Upgrade Program) Instrument 2023,Secondary,Instrument,E,Construction,0,0
2005,F2005L02585,Tariff Concession Order 0507661,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2022,F2022L00953,Interactive Gambling (National Self-exclusion Register) Register Rules 2022,Secondary,Rules,R,Arts and Recreation Services,52,53
2005,F2005L03064,Tariff Concession Order 0509611,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005B01098,"A Code of Access to Telecommunications Transmission Towers, Sites of Towers and Underground Facilities",Secondary,Other Instrument,J,Information Media and Telecommunications,406,424
2006,F2006B03591,AD/BEA 121/26 - Rudder Control Tube Bolt,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B01964,AD/A320/75 - Longitudinal Floor Beams at Frame 43,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005B00938,Licence Area Plan - Maryborough (Radio) - February 1998,Secondary,Licence Area Plan,J,Information Media and Telecommunications,0,0
2025,F2025L00809,Automatic Mutual Recognition (Australian Capital Territory) (Exemption—Dangerous Substances and Labour Hire Provider) Declaration 2025,Secondary,Declaration,O,Public Administration and Safety,2,2
2009,F2009B00003,Superannuation Act 1976 Declaration (05/09/1990),Secondary,Declaration,K,Financial and Insurance Services,0,0
2006,F2006B04245,AD/BEECH 90/57 Amdt 4 - Fuselage Fatigue Life Limitations,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2014,F2014L01683,AD/B737/224 Amdt 4 - Horizontal Stabiliser Attachment Pins and Bolts - Inspection,Secondary,Aviation - Airworthiness Directive,S,Other Services,10,10
2009,F2009L01110,Tariff Concession Order 0840197,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L02957,Tariff Concession Revocation Order HS2007/220A - Tariff Concession Order 0614150,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2012,F2012L01608,AD/B737/228 Amdt 1 - Honeywell Start Converter Unit,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,1,1
2020,F2020L01609,Commonwealth Grant Scheme Guidelines 2020,Secondary,Other Instrument,O,Public Administration and Safety,1,4
2015,F2015L01626,AASB 101 - Presentation of Financial Statements - July 2015,Secondary,Other Instrument,K,Financial and Insurance Services,164,173
2009,F2009L00534,Tariff Concession Order 0840065,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L00698,Tariff Concession Order 1053195,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B10220,AD/GAF-N22/70 Amdt 2 - Wing Strut Upper End Fitting,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A01437,Loan Act 1976,Primary,Act,K,Financial and Insurance Services,4,4
2015,F2015L02027,ASA 720 - The Auditor's Responsibilities Relating to Other Information - December 2015,Secondary,Other Instrument,I,"Transport, Postal and Warehousing",74,81
2018,F2018L01587,PGPA Act Determination (Comcover Special Account 2018),Secondary,Determination,O,Public Administration and Safety,2,2
2011,F2011L01561,Tariff Concession Order 1101016,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2015,F2015L00390,"Autonomous Sanctions (Russia, Crimea and Sevastopol) Specification 2015",Secondary,Other Instrument,B,Mining,1,1
2019,F2019L00765,Biosecurity (First Point of Entry—Port of Geraldton) Determination 2019,Secondary,Biosecurity,A,"Agriculture, Forestry and Fishing",5,7
2006,F2006B02913,AD/B737/216 - Flightcrew Oxygen Masks,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2016,F2016L00850,Part 45 Manual of Standards Instrument 2016,Secondary,Standard,I,"Transport, Postal and Warehousing",35,37
2008,F2008L00398,AD/CL-600/94 - Fuel Tank Lightning Protection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",2,2
2018,F2018L00995,ASIC (Fees—Complexity Criteria) Instrument 2018/578,Secondary,Instrument,K,Financial and Insurance Services,0,0
2006,F2006B03151,AD/B747/252 - Pitot Static Probe Wiring,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",1,1
2008,F2008L02897,AD/BELL 412/56 - Rescue Hoist Cable Assembly,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,1,1
2010,F2010L00287,Tariff Concession Order 0922134,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B02642,AD/B727/120 - Fuel Tank Access Doors,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08015,Airworthiness Directives 2004 - Revocation and Remaking - Ryan ST Series Aeroplanes,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2006,F2006L01691,AD/CFM56/9 Amdt 1 - HPTR Fan Disk Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B04974,AD/CESSNA 170/46 - Elevator Cable Clevis to Aft Elevator Bellcrank Attachment,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02847,AD/B737/145 Amdt 1 - Flightcrew Seat Locks and Seat Tracks,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2004,C2004A04613,Taxation (Deficit Reduction) Act (No. 3) 1993,Primary,Act,S,Other Services,0,0
2022,F2022L00410,Legislation (Deferral of Sunsetting—Airport Instruments) Certificate 2022,Secondary,Instrument,I,"Transport, Postal and Warehousing",0,1
2006,F2006B09641,AD/F100/4 - Thrust Reverser Door Bumper Fittings,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2015,F2015L00393,Australia New Zealand Food Standards Code – Standard 1.2.6 – Information requirements – directions for use and storage,Secondary,Direction,O,Public Administration and Safety,2,2
2006,F2006B05962,AD/PA-38/23 - Upper Forward and Aft Vertical Fin Spar - Inspection and Reinforcement,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2005,F2005L00944,Tariff Concession Order 0501409,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L01995,Tariff Concession Order 1004434,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B10537,AD/HS 125/94 - Engine Fire Extinguisher Bottle,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L04128,AD/PA-25/43 - Exhaust System and Related Areas - Inspection,Secondary,Aviation - Airworthiness Directive,N,Administrative and Support Services,1,1
2007,F2007L02530,Tariff Concession Order 0704678,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,C2007A00175,National Greenhouse and Energy Reporting Act 2007,Primary,Act,D,"Electricity, Gas, Water and Waste Services",239,268
2019,F2019L00108,Defence (State of Emergency – Townsville floods) Determination 2019 (No. 1),Secondary,Determination,O,Public Administration and Safety,15,15
2023,F2023L00557,Autonomous Sanctions (Classes of Sanctioned Vessels – Democratic People’s Republic of Korea) Continuing Effect Declaration 2023,Secondary,Declaration,O,Public Administration and Safety,0,0
2008,F2008L00129,Tariff Concession Order 0717568,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06050,AD/PAP/6 Amdt 2 - Installation Of Increase Pitch Metering Restrictor,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2023,F2023L01551,Offshore Petroleum and Greenhouse Gas Storage (Greenhouse Gas Injection and Storage) Regulations 2023,Secondary,Regulation,B,Mining,79,82
2015,F2015L02092,Social Security (Administration) - Queensland Commission (Family Responsibilities Commission) Specification 2015,Secondary,Other Instrument,O,Public Administration and Safety,0,0
2007,F2007L03171,Tariff Concession Revocation Order HS2007/69A - Tariff Concession Order 0614009,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L01746,Tariff Concession Order 0704078,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2016,F2016L01211,Federal Financial Relations (National Partnership payments) Determination No. 108 (July 2016),Secondary,Determination,K,Financial and Insurance Services,3,4
2024,F2024L01026,Gene Technology (Inclusion on the GMO Register) Determination (No. 1) 2024,Secondary,Determination,O,Public Administration and Safety,0,0
2007,F2007L03155,Tariff Concession Revocation Order HS2007/236A - Tariff Concession Order 0614170,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L00622,Tariff Concession Order 0619086,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L00409,Income Tax: Employment Termination Payments Redundancy Trusts (12 month rule) Determination 2019,Secondary,Determination,K,Financial and Insurance Services,0,0
2006,F2006B09308,AD/EC 120/2 Amdt 2 - Engine to Main Gearbox (MGB) Coupling Tube Assembly,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,1
2006,F2006L00411,AD/F2000/6 - Horizontal Stabiliser Hinge,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2010,F2010L02879,Tariff Concession Order 1030676,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L01104,Tariff Concession Order 0701083,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L03896,Tariff Concession Revocation Order 105/2006 - Tariff Concession Order 0618918/0618917,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2015,F2015L00468,Australia New Zealand Food Standards Code – Schedule 20 – Maximum residue limits,Secondary,Standard,A,"Agriculture, Forestry and Fishing",0,0
2015,F2015L00480,Australia New Zealand Food Standards Code – Schedule 10 – Generic names of ingredients and conditions for their use,Secondary,Standard,A,"Agriculture, Forestry and Fishing",1,3
2006,F2006B10126,AD/G73/15 - Superseded by AD/G73/21,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2017,F2017L00673,Occupational Health and Safety (Maritime Industry) (Prescribed Ship or Unit — Intra-State Trade) Declaration 2017,Secondary,Declaration,Q,Health Care and Social Assistance,0,0
2019,F2019L01652,Export Control (Tariff Rate Quotas—General) Rules 2021,Secondary,Export Control,F,Wholesale Trade,148,154
2007,F2007L00441,Tariff Concession Order 0618568,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L00116,Tariff Concession Order 0713671,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L02441,AD/ATR 42/16 - Windshield Frame,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B04821,AD/CA21/2 - Wing Lift Struts,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2016,F2016L00358,PAYG Withholding Variation: Variation of amount to be withheld from Indigenous artists when an ABN is not provided,Secondary,Other Instrument,K,Financial and Insurance Services,0,0
2009,F2009L03896,AD/BAe 146/140 - Airbrake Lever Detent Mechanism,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",2,2
2020,F2020L00679,Australian Prudential Regulation Authority instrument fixing charges No. 1 of 2020,Secondary,Regulation,K,Financial and Insurance Services,1,1
2009,F2009L00344,Tariff Concession Order 0828678,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2016,F2016L00749,Seafarers Rehabilitation and Compensation (Prescribed Ship—Norfolk Island) Declaration 2016,Secondary,Declaration,O,Public Administration and Safety,0,0
2006,F2006B07580,AD/VAT/6 - Elevator and Rudder Bellcrank Bearing Retention - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2004,C2004A03223,Home and Community Care Act 1985,Primary,Act,S,Other Services,72,74
2019,F2019L01313,Crimes (Currency) (Disposal of Condemned Forfeited Articles) Direction 2019,Secondary,Direction,K,Financial and Insurance Services,3,3
2025,F2025L00872,Higher Education (Up-front Payments Tuition Protection Levy) (Risk Rated Premium and Special Tuition Protection Components) Determination 2025,Secondary,Determination,P,Education and Training,1,1
2004,C2004A04487,Qantas Sale Act 1992,Primary,Act,O,Public Administration and Safety,15,21
2009,F2009L01408,Tariff Concession Order 0946616,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2020,F2020L00687,Consumer Goods (Projectile Toys) Safety Standard 2020,Secondary,Standard,G,Retail Trade,6,7
2006,F2006B07513,AD/TSA-600/49 - Auxiliary Fuel Transfer Pumps,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B02890,AD/B737/189 - Rudder Feel and Centering Unit,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2023,F2023L00514,Statement of Principles concerning haemophilia (Reasonable Hypothesis) (No. 39 of 2023),Secondary,Statement of Principles (RMA),Q,Health Care and Social Assistance,4,4
2004,C2004A00058,Student Assistance Act 1973,Primary,Act,P,Education and Training,166,185
2006,F2006B06805,AD/SC7/5 - TKS De-Icing Plumbing - Modification,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2020,F2020L00806,Commonwealth price (Pharmaceutical benefits supplied by approved pharmacists) Determination 2020,Secondary,Determination,Q,Health Care and Social Assistance,8,10
2023,F2023L01726,Disability Services and Inclusion (Complaints and Incidents Management) Rules 2023,Secondary,Rules,Q,Health Care and Social Assistance,100,101
2024,F2024L01136,Legislation (Deferral of Sunsetting—National Health (Immunisation Program—Designated Vaccines) Determination) Certificate 2024,Secondary,Determination,Q,Health Care and Social Assistance,0,0
2007,F2007L02569,AD/TECNAM/3 - Rudder Pedal Torque Tube,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2007,F2007L00139,Tariff Concession Revocation Order 04/2007 - Tariff Concession Order 0614757/0614758,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2025,F2025L00658,Defence (Individual benefits) Determination (No. 8) 2025,Secondary,Determination,O,Public Administration and Safety,1,1
2023,F2023L00792,Industry Research and Development (National Rail Manufacturing Advocate Program) Instrument 2023,Secondary,Instrument,I,"Transport, Postal and Warehousing",1,1
2006,F2006B10406,AD/HS 125/127 Amdt 1 - Cabin and Toilet Fluorescent Lighting,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2008,F2008L03160,Tariff Concession Order 0809491,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2008,F2008L03588,Tariff Concession Order 0809061,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L03788,Tariff Concession Order 0512197,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06319,AD/PR/20 - Hub Front Face to Snout Radius - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B08896,AD/DH 82/10 Amdt 1 - Cockpit Lateral Tie Rods and Aircraft Structure,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2019,F2019L00782,Financial Sector (Collection of Data) (reporting standard) determination No. 19 of 2019,Secondary,Determination,K,Financial and Insurance Services,39,40
2006,F2006L01188,Tariff Concession Order 0603550,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06146,AD/PC-6/42 - Collector Tank Venting,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",1,1
2025,F2025L00812,Automatic Mutual Recognition (New South Wales) (Notification Requirement—Various) Determination 2025,Secondary,Determination,O,Public Administration and Safety,1,1
2007,F2007L03402,Tariff Concession Revocation Order HS2007/392A - Tariff Concession Order 0614422,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2020,F2020L01536,Norfolk Island Employment Rules 2020,Secondary,Rules,O,Public Administration and Safety,7,8
2007,F2007L03355,Tariff Concession Revocation Order HS2007/641A - Tariff Concession Order 0614639,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2010,F2010L02595,Tariff Concession Order 1021329,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B07990,Airworthiness Directives 2004 - Revocation and Remaking - Propellers - Variable Pitch - Hamilton Standard,Secondary,Aviation - Airworthiness,I,"Transport, Postal and Warehousing",0,0
2011,F2011L00040,Tariff Concession Order 1042814,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B06346,AD/PROCTOR/7 (Re-Issue) - Wing Centre Section - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2010,F2010L02522,Tariff Concession Order 1014978,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2019,F2019L01617,Superannuation (Unclaimed Money and Lost Members) Regulations 2019,Secondary,Regulation,K,Financial and Insurance Services,11,12
2006,F2006B02751,AD/B727/5 Amdt 2 - Tailplane Rear Spar Lower Cap - Inspection,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006L00008,Tariff Concession Order 0513496,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2009,F2009L00312,Tariff Concession Order 0829885,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006L00883,Tariff Concession Order 0601597,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2005,F2005L03154,Tariff Concession Order 0507511,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2011,F2011L01629,Tariff Concession Order 1101670,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2007,F2007L01558,AD/BEECH 65/61 Amdt 5 - Nose Gear Lower Shock Absorber Assembly,Secondary,Aviation - Airworthiness Directive,U,Unclassified,4,4
2006,F2006B04436,AD/BELL 206/121 - Tail Rotor Blade Assembly,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2021,F2021L01887,Comptroller-General of Customs (Operational Safety) Directions 2021,Secondary,Direction,O,Public Administration and Safety,3,4
2008,F2008L00533,AD/B737/303 Amdt 2 - Fuel Boost Pump Wiring,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,1,1
2012,F2012L00326,Tariff Concession Order 1127602,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B08918,AD/DH 94/2 - Cockpit Safety Harness Installation - Integrity and Lifing,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2016,F2016L00393,Broadcasting Services (International Broadcasting) Guidelines 2016,Secondary,Other Instrument,J,Information Media and Telecommunications,7,7
2006,F2006B11376,AD/MU-2/46 - Anti-Ice and De-Ice Systems,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2023,F2023L00405,Financial Sector (Collection of Data) (reporting standard) determination No. 51 of 2023,Secondary,Determination,K,Financial and Insurance Services,46,46
2006,F2006B06442,AD/R22/38 Amdt 1 - Tail Rotor Gearbox Output Shaft Key,Secondary,Aviation - Airworthiness Directive,M,"Professional, Scientific and Technical Services",2,2
2006,F2006B06463,AD/R44/13 - Rotor Drive Yoke,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B07358,AD/TBM 700/11 - Flap Carriages,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2020,F2020L00541,Competition and Consumer (Industry Code – Electricity Retail) (Model Annual Usage and Total Annual Prices) Determination 2020,Secondary,Determination,G,Retail Trade,0,0
2024,F2024L01439,Industry Research and Development (Regional Aviation Connectivity Program) Instrument 2024,Secondary,Instrument,I,"Transport, Postal and Warehousing",0,0
2007,F2007L04488,Tariff Concession Order 0712979,Secondary,Tariff Concession Order,F,Wholesale Trade,1,1
2006,F2006B04964,AD/CESSNA 170/32 Amdt 1 - Vented Fuel Caps,Secondary,Aviation - Airworthiness Directive,O,Public Administration and Safety,0,0
2006,F2006B05410,AD/PA-20/5 - Cigar Lighter Circuit - Provision of Fuse,Secondary,Aviation - Airworthiness Directive,I,"Transport, Postal and Warehousing",0,0
2006,F2006B03085,AD/B747/184 - Auxiliary Power Unit Battery Ground,Secondary,Aviation - Airworthiness Directive,D,"Electricity, Gas, Water and Waste Services",0,0
